,Model,Sigma_y/E0,k/E0,E1/E0,cohesive_K,DI,Strain000,Strain001,Strain002,Strain003,Strain004,Strain005,Strain006,Strain007,Strain008,Strain009,Strain010,Strain011,Strain012,Strain013,Strain014,Strain015,Strain016,Strain017,Strain018,Strain019,Strain020,Strain021,Strain022,Strain023,Strain024,Strain025,Strain026,Strain027,Strain028,Strain029,Strain030,Strain031,Strain032,Strain033,Strain034,Strain035,Strain036,Strain037,Strain038,Strain039,Strain040,Strain041,Strain042,Strain043,Strain044,Strain045,Strain046,Strain047,Strain048,Strain049,Strain050,Strain051,Strain052,Strain053,Strain054,Strain055,Strain056,Strain057,Strain058,Strain059,Strain060,Strain061,Strain062,Strain063,Strain064,Strain065,Strain066,Strain067,Strain068,Strain069,Strain070,Strain071,Strain072,Strain073,Strain074,Strain075,Strain076,Strain077,Strain078,Strain079,Strain080,Strain081,Strain082,Strain083,Strain084,Strain085,Strain086,Strain087,Strain088,Strain089,Strain090,Strain091,Strain092,Strain093,Strain094,Strain095,Strain096,Strain097,Strain098,Strain099,Strain100
215,B001,0.009,0.0705,123.33,6277989,136.27,-0.0,0.0017818907922912,0.0035591006423982,0.0053047537473233,0.0069458029978586,0.0083857815845824,0.009620835117773,0.0106797430406852,0.0115960385438972,0.0123934047109207,0.0131018415417558,0.0137432976445396,0.014323982869379,0.0148412633832976,0.0153050107066381,0.0157282869379015,0.0161215845824411,0.0164912205567451,0.0168410492505353,0.0171746680942184,0.0174949036402569,0.0178034689507494,0.018101948608137,0.0183913276231263,0.0186724839400428,0.0189462526766595,0.0192132548179871,0.0194740899357601,0.0197292077087794,0.0199791006423982,0.0202241113490364,0.0204645824411134,0.0207009421841541,0.020933618843683,0.0211629122055674,0.0213891006423982,0.0216124197002141,0.0218329764453961,0.0220511777301927,0.0222668094218415,0.0224805139186295,0.0226920770877944,0.0229019271948608,0.0231098501070663,0.023316488222698,0.0235214132762312,0.0237248394004282,0.0239269807280513,0.0241278372591006,0.024327408993576,0.0245256959314775,0.0247229122055674,0.0249190578158458,0.0251139186295503,0.0253077087794432,0.0255006423982869,0.025692505353319,0.0258832976445396,0.0260730192719486,0.0262620985010706,0.0264501070663811,0.02663704496788,0.026823340471092,0.0270085653104925,0.0271929336188436,0.0273764453961456,0.0275593147751606,0.027741113490364,0.0279222698072805,0.0281025695931477,0.028282226980728,0.0284610278372591,0.0286389721627409,0.0288162740899357,0.0289927194860813,0.02916852248394,0.0293436830835117,0.0295182012847965,0.0296918629550321,0.0298648822269807,0.0300372591006424,0.0302089935760171,0.0303800856531049,0.0305505353319057,0.0307203426124197,0.0308895074946466,0.031058244111349,0.0312261241970021,0.0313935760171306,0.0315603854389721,0.0317265524625267,0.0318920770877944,0.0320569593147751,0.0322214132762312,0.0323850107066381,0.0325481798715203,0.0327107066381156,0.0328725910064239,0.0330338329764453,0.0331946466809421,0.033354817987152
216,B002,0.0219,0.014,180.66,4644208,230.67,-0.0,0.0018187173447537,0.0036343683083511,0.0054469807280513,0.0072565310492505,0.0090547323340471,0.0108349036402569,0.0125871092077087,0.0142884582441113,0.0159209421841541,0.0174572591006423,0.0188829978586723,0.0201964668094218,0.0214134903640257,0.0225423982869379,0.0235880085653104,0.0245546038543897,0.025454817987152,0.0262935760171306,0.0270760171306209,0.0278064239828693,0.0284867237687366,0.0291220556745182,0.029719914346895,0.0302847965738758,0.0308201284796573,0.031327408993576,0.0318089935760171,0.0322655246252676,0.0326961456102783,0.0331008565310492,0.0334773019271948,0.0338271948608137,0.0341552462526766,0.0344638115631691,0.0347537473233404,0.0350271948608137,0.0352862955032119,0.0355316916488222,0.0357646680942184,0.035985653104925,0.0361965738758029,0.0363980728051391,0.0365905781584582,0.0367751605995717,0.0369522483940042,0.0371222698072805,0.0372858672376873,0.0374432548179871,0.0375950749464668,0.0377415417558886,0.0378828693790149,0.0380192719486081,0.0381509635974304,0.0382781584582441,0.0384010706638115,0.0385201284796573,0.0386349036402569,0.0387460385438972,0.0388533190578158,0.0389569593147751,0.0390569593147751,0.0391537473233404,0.0392471092077087,0.0393372591006424,0.0394241970021413,0.0395083511777301,0.0395895074946466,0.0396678800856531,0.0397434689507494,0.039816488222698,0.0398871520342612,0.0399552462526766,0.0400209850107066,0.0400847965738758,0.0401464668094218,0.0402059957173447,0.0402635974304068,0.0403192719486081,0.0403732334047109,0.0404252676659528,0.0404758029978586,0.0405246252676659,0.040571948608137,0.0406177730192719,0.0406620985010706,0.0407049250535331,0.0407462526766595,0.0407865096359743,0.0408252676659528,0.0408627408993576,0.0408989293361884,0.0409340471092077,0.0409680942184154,0.0410008565310492,0.0410325481798715,0.0410633832976445,0.0410929336188436,0.0411216274089935,0.0411490364025695,0.0411755888650963
217,B003,0.013,0.0871,44.11,3306237,199.76,-0.0,0.0015915824411134,0.0031809207708779,0.0047680299785867,0.0063458672376873,0.0079044753747323,0.0094159100642398,0.0108463811563169,0.0121640685224839,0.0133709421841541,0.0144770877944325,0.0154844753747323,0.0164044325481798,0.0172449250535331,0.0180142398286937,0.01872852248394,0.019396852248394,0.0200224197002141,0.0206053533190578,0.0211419057815845,0.0216372591006424,0.0220985010706638,0.0225331905781584,0.022947323340471,0.0233443254817987,0.0237263383297644,0.0240946466809421,0.024451391862955,0.0247982869379015,0.0251366167023554,0.0254668094218415,0.0257895074946466,0.0261057815845824,0.0264158458244111,0.0267201284796573,0.0270194860813704,0.0273134903640256,0.0276032119914346,0.0278884368308351,0.0281695931477516,0.0284471092077087,0.0287209850107066,0.0289916488222698,0.0292588865096359,0.029523340471092,0.0297847965738758,0.0300434689507494,0.030299357601713,0.0305528907922912,0.0308038543897216,0.0310526766595289,0.0312989293361884,0.0315430406852248,0.0317852248394004,0.0320252676659528,0.0322633832976445,0.0324997858672376,0.03273426124197,0.0329670235546038,0.0331982869379015,0.0334280513918629,0.0336561027837259,0.0338828693790149,0.0341083511777301,0.0343323340471092,0.0345550321199143,0.0347766595289079,0.0349970021413276,0.0352160599571734,0.0354340471092077,0.0356511777301927,0.0358670235546038,0.0360817987152034,0.0362957173447537,0.0365083511777301,0.0367203426124197,0.0369312633832976,0.037141113490364,0.0373501070663811,0.037558244111349,0.0377653104925053,0.0379715203426124,0.0381770877944325,0.0383813704496788,0.0385850107066381,0.0387877944325481,0.0389897216274089,0.0391907922912205,0.0393910064239828,0.0395903640256959,0.0397888650963597,0.0399865096359743,0.0401832976445396,0.0403794432548179,0.0405747323340471,0.0407691648822269,0.0409629550321199,0.0411556745182012,0.041347965738758,0.0415391862955032,0.0417297644539614
218,B004,0.015,0.071,165.72,3663600,213.76,-0.0,0.0018077216274089,0.0036124411134903,0.0054137687366167,0.0071978800856531,0.0089494004282655,0.0106308779443254,0.0122033832976445,0.0136365952890792,0.0149379014989293,0.016125653104925,0.0172040685224839,0.0181899785867237,0.0190944967880085,0.0199253319057815,0.0206902141327623,0.0214031691648822,0.0220728051391862,0.0227040685224839,0.0232991434689507,0.0238580299785867,0.024378800856531,0.0248642398286937,0.0253201284796573,0.0257505353319057,0.0261593147751606,0.0265496788008565,0.0269246252676659,0.0272858672376873,0.0276346895074946,0.0279721627408993,0.0283,0.0286188436830835,0.0289297644539614,0.0292334047109207,0.029530192719486,0.0298207708779443,0.0301053533190578,0.0303845824411134,0.0306586723768736,0.0309276231263383,0.0311920770877944,0.0314520342612419,0.0317077087794432,0.0319593147751606,0.0322072805139186,0.032451391862955,0.0326920770877944,0.0329293361884368,0.0331633832976445,0.0333946466809421,0.0336226980728051,0.033847965738758,0.0340704496788008,0.0342907922912205,0.0345085653104925,0.034723982869379,0.0349372591006423,0.0351486081370449,0.0353578158458244,0.0355653104925053,0.0357706638115631,0.0359743040685224,0.0361762312633833,0.0363764453961456,0.0365749464668094,0.0367721627408993,0.0369676659528907,0.037161670235546,0.0373543897216274,0.0375456102783725,0.0377355460385439,0.0379241970021413,0.0381117773019272,0.0382978586723768,0.0384828693790149,0.0386668094218415,0.0388494646680942,0.0390310492505353,0.0392115631691648,0.0393910064239828,0.0395693790149892,0.0397466809421841,0.0399231263383297,0.0400985010706638,0.0402728051391862,0.0404460385438972,0.0406184154175588,0.0407897216274089,0.0409601713062098,0.0411295503211991,0.0412980728051391,0.0414657387580299,0.0416325481798715,0.0417987152034261,0.0419638115631691,0.0421280513918629,0.0422914346895074,0.042454175588865,0.0426158458244111,0.0427768736616702
219,B005,0.0213,0.0463,71.35,1987207,231.15,-0.0,0.0016854860813704,0.0033684154175588,0.005048800856531,0.0067266167023554,0.008400556745182,0.0100617558886509,0.0117085653104925,0.0133265310492505,0.0148960599571734,0.0164046466809421,0.0178282012847965,0.0191626552462526,0.0204075802997858,0.0215785867237687,0.0226743040685224,0.0236980728051391,0.0246556745182012,0.0255550321199143,0.0263985010706638,0.0271910064239828,0.0279331905781584,0.028630192719486,0.0292910064239828,0.0299194860813704,0.0305179871520342,0.031089079229122,0.0316334047109207,0.032151391862955,0.0326426124197002,0.0331044967880085,0.0335381156316916,0.0339471092077087,0.0343340471092077,0.0347017130620985,0.0350524625267665,0.0353882226980728,0.035710278372591,0.0360209850107066,0.0363209850107066,0.0366113490364025,0.0368927194860813,0.0371653104925053,0.037430192719486,0.0376882226980728,0.0379394004282655,0.0381847965738758,0.0384244111349036,0.0386586723768736,0.0388880085653104,0.0391126338329764,0.0393325481798715,0.0395481798715203,0.0397597430406852,0.0399674518201284,0.0401713062098501,0.0403717344753747,0.04056852248394,0.0407618843683083,0.0409522483940042,0.0411394004282655,0.0413235546038543,0.0415047109207708,0.0416832976445396,0.0418591006423982,0.0420323340471092,0.0422029978586723,0.0423713062098501,0.04253704496788,0.0427006423982869,0.0428618843683083,0.0430209850107066,0.0431779443254818,0.0433327623126338,0.043485653104925,0.0436364025695931,0.0437854389721627,0.0439323340471092,0.0440773019271948,0.044220556745182,0.0443618843683083,0.0445017130620985,0.0446396145610278,0.0447760171306209,0.0449107066381156,0.0450441113490364,0.0451758029978586,0.0453057815845824,0.0454346895074946,0.0455618843683083,0.0456880085653104,0.0458126338329764,0.0459361884368308,0.046058244111349,0.0461792291220556,0.0462989293361884,0.0464175588865096,0.0465349036402569,0.0466511777301927,0.0467661670235546,0.0468798715203426
220,B006,0.0166,0.0545,137.95,8123629,238.09,-0.0,0.0017970728051391,0.0035911777301927,0.0053823126338329,0.0071625267665952,0.0089198072805139,0.0106346466809421,0.0122744967880085,0.0138057601713062,0.0152080513918629,0.0164905353319057,0.0176691862955032,0.018746852248394,0.019736209850107,0.0206480728051391,0.0214903640256959,0.0222678800856531,0.0229882226980728,0.0236635974304068,0.0242997858672376,0.0249010706638115,0.0254695931477516,0.0260051391862955,0.026506852248394,0.0269738758029978,0.0274109207708779,0.0278222698072805,0.0282111349036402,0.0285805139186295,0.0289329764453961,0.0292710920770877,0.0295961456102783,0.029909635974304,0.0302124197002141,0.0305057815845824,0.0307903640256959,0.0310670235546038,0.0313364025695931,0.031599357601713,0.0318558886509636,0.032106852248394,0.0323522483940042,0.0325927194860813,0.0328282655246252,0.0330591006423982,0.033285653104925,0.0335079229122055,0.0337263383297644,0.0339408993576017,0.0341518201284796,0.0343591006423982,0.0345631691648822,0.0347638115631691,0.0349614561027837,0.0351563169164882,0.0353481798715203,0.0355372591006424,0.0357235546038543,0.0359074946466809,0.0360888650963597,0.0362680942184154,0.0364449678800856,0.036619914346895,0.0367927194860813,0.0369633832976445,0.0371325481798715,0.0372995717344753,0.0374648822269807,0.0376286937901498,0.0377905781584582,0.0379509635974304,0.0381098501070663,0.0382670235546038,0.0384226980728051,0.0385770877944325,0.0387299785867237,0.0388813704496788,0.0390316916488222,0.0391805139186295,0.0393280513918629,0.0394745182012848,0.0396194860813704,0.0397633832976445,0.039906209850107,0.040047965738758,0.0401884368308351,0.0403278372591006,0.0404663811563169,0.0406036402569593,0.0407400428265524,0.040875374732334,0.0410098501070663,0.0411432548179871,0.0412758029978586,0.0414074946466809,0.0415383297644539,0.0416683083511777,0.0417974304068522,0.0419256959314775,0.0420533190578158,0.0421798715203426
221,B007,0.021,0.0267,167.52,8245747,102.02,-0.0,0.0018172805139186,0.0036315203426124,0.0054426980728051,0.0072505353319057,0.0090444539614561,0.0108177516059957,0.0125595931477516,0.0142432976445396,0.0158498286937901,0.0173549250535331,0.0187458029978586,0.0200301713062098,0.0212216916488222,0.0223282655246252,0.0233503211991434,0.0243,0.0251847965738758,0.0260098501070663,0.0267805139186295,0.0274991434689507,0.0281702355460385,0.0288021413276231,0.0294,0.0299672376873661,0.0305059957173447,0.0310182012847965,0.0315042826552462,0.0319638115631691,0.032395931477516,0.032799357601713,0.0331770877944325,0.0335338329764453,0.0338702355460385,0.0341888650963597,0.0344916488222698,0.0347798715203426,0.0350546038543897,0.0353173447537473,0.0355693790149892,0.0358113490364025,0.0360443254817987,0.0362689507494646,0.036485653104925,0.0366952890792291,0.0368980728051391,0.0370948608137045,0.037285653104925,0.0374710920770878,0.0376511777301927,0.0378263383297644,0.0379970021413276,0.0381631691648822,0.0383250535331905,0.0384826552462526,0.0386366167023554,0.0387862955032119,0.0389325481798715,0.0390751605995717,0.0392141327623126,0.0393498929336188,0.0394824411134903,0.0396117773019272,0.0397379014989293,0.0398612419700214,0.0399815845824411,0.040099357601713,0.0402143468950749,0.040326766595289,0.0404368308351177,0.0405441113490364,0.0406492505353319,0.0407522483940042,0.0408528907922912,0.0409516059957173,0.0410481798715203,0.0411430406852248,0.0412361884368308,0.041327408993576,0.041417130620985,0.0415051391862955,0.0415916488222698,0.0416766595289079,0.0417601713062098,0.0418421841541755,0.0419226980728051,0.0420019271948608,0.0420798715203426,0.0421561027837259,0.0422312633832976,0.0423051391862955,0.0423775160599571,0.0424488222698072,0.0425188436830835,0.0425875802997858,0.0426552462526766,0.0427216274089935,0.0427871520342612,0.042851391862955,0.0429147751605995,0.0429770877944325
222,B008,0.0187,0.026,164.81,3972066,85.23,-0.0,0.0018082933618843,0.0036135760171306,0.0054158458244111,0.0072122483940042,0.0089905995717344,0.010740192719486,0.0124340042826552,0.0140455460385438,0.0155428693790149,0.0169124839400428,0.0181672376873661,0.0193212419700214,0.0203800428265524,0.0213518843683083,0.0222490364025695,0.0230790149892933,0.0238471092077087,0.0245573875802997,0.0252167023554603,0.02583426124197,0.0264156316916488,0.0269640256959314,0.0274817987152034,0.0279704496788008,0.0284289079229122,0.0288556745182012,0.0292509635974304,0.0296192719486081,0.0299642398286937,0.0302880085653104,0.0305937901498929,0.0308830835117773,0.0311571734475374,0.0314179871520342,0.0316672376873661,0.0319059957173447,0.0321346895074946,0.032354817987152,0.0325665952890792,0.0327708779443254,0.0329683083511777,0.0331593147751606,0.0333443254817987,0.033523982869379,0.0336980728051391,0.0338672376873661,0.0340316916488222,0.0341916488222698,0.0343471092077087,0.0344982869379015,0.0346456102783725,0.034789079229122,0.0349286937901498,0.0350648822269807,0.0351974304068522,0.035326766595289,0.0354528907922912,0.0355758029978586,0.035695931477516,0.035813062098501,0.0359276231263383,0.0360394004282655,0.0361486081370449,0.0362554603854389,0.0363601713062098,0.0364623126338329,0.0365625267665952,0.0366608137044967,0.0367571734475374,0.036851391862955,0.0369441113490364,0.0370349036402569,0.0371241970021413,0.0372117773019271,0.0372978586723768,0.0373824411134903,0.0374655246252676,0.037547323340471,0.0376276231263383,0.0377064239828693,0.0377839400428265,0.0378601713062098,0.0379351177730192,0.0380089935760171,0.0380813704496788,0.0381528907922912,0.0382231263383297,0.0382920770877944,0.0383601713062098,0.0384271948608137,0.038493147751606,0.038558244111349,0.0386222698072805,0.0386854389721627,0.0387477516059957,0.0388092077087794,0.0388698072805139,0.0389293361884368,0.0389884368308351,0.0390464668094218
223,B009,0.023,0.0639,117.63,9231506,161.37,-0.0,0.0017789464668094,0.0035549892933618,0.0053281584582441,0.0070984368308351,0.008862226980728,0.0106121627408993,0.0123427408993576,0.0140443254817987,0.0156969164882226,0.0172885438972162,0.0187999571734475,0.020220556745182,0.0215524625267665,0.0228057815845824,0.0239869379014989,0.0250955032119914,0.0261351177730192,0.0271149892933618,0.0280391862955032,0.0289119914346895,0.0297361884368308,0.030513704496788,0.0312492505353319,0.0319498929336188,0.0326201284796573,0.0332623126338329,0.0338792291220556,0.0344715203426124,0.0350400428265524,0.0355845824411134,0.0361053533190578,0.0365997858672376,0.0370704496788008,0.0375188436830835,0.0379481798715203,0.0383597430406852,0.0387552462526766,0.0391366167023554,0.0395049250535331,0.0398620985010706,0.0402087794432548,0.0405460385438972,0.0408745182012848,0.0411946466809421,0.0415070663811563,0.0418122055674518,0.0421104925053533,0.04240278372591,0.0426892933618843,0.0429702355460385,0.0432460385438972,0.043517130620985,0.0437837259100642,0.0440458244111349,0.044303426124197,0.0445573875802997,0.0448072805139186,0.0450535331905781,0.045295931477516,0.0455351177730192,0.0457710920770877,0.0460036402569593,0.0462329764453961,0.0464595289079229,0.0466830835117773,0.0469036402569593,0.0471216274089935,0.0473366167023554,0.0475492505353319,0.0477591006423982,0.0479665952890792,0.0481717344753747,0.0483743040685224,0.0485747323340471,0.0487728051391863,0.0489687366167023,0.0491625267665952,0.049354175588865,0.049543897216274,0.0497314775160599,0.0499169164882227,0.0501006423982869,0.050282226980728,0.0504620985010706,0.0506400428265524,0.050816488222698,0.0509912205567451,0.0511640256959314,0.0513355460385439,0.0515053533190578,0.0516734475374732,0.0518402569593147,0.0520053533190578,0.0521691648822269,0.0523314775160599,0.052492505353319,0.0526520342612419,0.052810278372591,0.0529672376873661,0.0531229122055674
224,B010,0.0243,0.0736,192.22,1632652,156.93,-0.0,0.0018056038543897,0.0036082012847965,0.0054077730192719,0.0072043468950749,0.008997323340471,0.0107764025695931,0.0125406638115631,0.0142785438972162,0.0159723554603854,0.0176098072805139,0.0191753961456102,0.0206537687366167,0.0220434689507494,0.0233511777301927,0.0245886509635974,0.0257565310492505,0.0268554603854389,0.0278912205567451,0.0288725910064239,0.0298017130620985,0.0306839400428265,0.0315203426124197,0.0323122055674518,0.0330648822269807,0.0337841541755888,0.0344740899357601,0.0351372591006423,0.0357762312633833,0.0363914346895074,0.0369843683083511,0.0375550321199143,0.038103426124197,0.0386284796573875,0.0391297644539614,0.0396094218415417,0.0400693790149893,0.0405119914346895,0.0409383297644539,0.0413501070663811,0.0417486081370449,0.0421351177730192,0.0425109207708779,0.0428766595289079,0.0432331905781584,0.0435815845824411,0.0439220556745182,0.0442550321199143,0.0445807280513918,0.0449,0.0452132762312633,0.0455207708779443,0.0458229122055674,0.0461203426124197,0.0464128479657387,0.0467006423982869,0.0469841541755888,0.0472635974304068,0.0475387580299785,0.047810278372591,0.0480781584582441,0.0483421841541755,0.0486029978586723,0.0488603854389721,0.0491143468950749,0.0493653104925053,0.049613062098501,0.0498578158458244,0.0500997858672376,0.0503387580299785,0.0505749464668094,0.0508083511777301,0.0510391862955032,0.0512674518201284,0.0514931477516059,0.051716488222698,0.0519372591006424,0.0521558886509636,0.0523721627408993,0.0525860813704496,0.0527980728051391,0.0530077087794432,0.0532154175588865,0.0534209850107066,0.0536246252676659,0.0538261241970021,0.0540256959314775,0.054223340471092,0.0544192719486081,0.0546134903640257,0.0548057815845824,0.054996573875803,0.055185653104925,0.0553730192719486,0.0555588865096359,0.0557432548179871,0.0559259100642398,0.0561072805139186,0.0562869379014989,0.0564653104925053,0.0566423982869379
