,Model,Sigma_y/E0,k/E0,E1/E0,cohesive_K,DI,Strain000,Strain001,Strain002,Strain003,Strain004,Strain005,Strain006,Strain007,Strain008,Strain009,Strain010,Strain011,Strain012,Strain013,Strain014,Strain015,Strain016,Strain017,Strain018,Strain019,Strain020,Strain021,Strain022,Strain023,Strain024,Strain025,Strain026,Strain027,Strain028,Strain029,Strain030,Strain031,Strain032,Strain033,Strain034,Strain035,Strain036,Strain037,Strain038,Strain039,Strain040,Strain041,Strain042,Strain043,Strain044,Strain045,Strain046,Strain047,Strain048,Strain049,Strain050,Strain051,Strain052,Strain053,Strain054,Strain055,Strain056,Strain057,Strain058,Strain059,Strain060,Strain061,Strain062,Strain063,Strain064,Strain065,Strain066,Strain067,Strain068,Strain069,Strain070,Strain071,Strain072,Strain073,Strain074,Strain075,Strain076,Strain077,Strain078,Strain079,Strain080,Strain081,Strain082,Strain083,Strain084,Strain085,Strain086,Strain087,Strain088,Strain089,Strain090,Strain091,Strain092,Strain093,Strain094,Strain095,Strain096,Strain097,Strain098,Strain099,Strain100
408,B194,0.0118,0.0973,99.73,1978677,192.86,-0.0,0.0017384432548179,0.0034741327623126,0.0052026552462526,0.0069053961456102,0.0085396788008565,0.0100520556745182,0.0114094218415417,0.0126314775160599,0.0137258672376873,0.0147115203426124,0.0156025910064239,0.0164101713062098,0.0171544753747323,0.0178474946466809,0.0184938115631691,0.0190935974304068,0.0196447537473233,0.020155096359743,0.0206328051391862,0.0210852462526766,0.0215173447537473,0.0219325481798715,0.0223323340471092,0.0227192719486081,0.0230952890792291,0.0234614561027837,0.0238190578158458,0.0241689507494646,0.0245115631691648,0.0248477516059957,0.0251777301927194,0.0255019271948608,0.0258209850107066,0.0261351177730192,0.026444539614561,0.0267498929336188,0.0270509635974304,0.0273481798715203,0.0276417558886509,0.0279321199143468,0.0282188436830835,0.0285025695931477,0.0287830835117773,0.0290610278372591,0.0293361884368308,0.0296089935760171,0.0298792291220556,0.0301471092077087,0.030413062098501,0.0306768736616702,0.0309387580299785,0.0311987152034261,0.0314569593147751,0.0317134903640256,0.03196852248394,0.0322220556745182,0.0324740899357601,0.0327246252676659,0.0329738758029978,0.0332218415417558,0.0334687366167023,0.0337141327623126,0.0339586723768736,0.0342017130620985,0.034443897216274,0.0346847965738758,0.0349248394004282,0.0351635974304068,0.0354014989293361,0.0356383297644539,0.0358740899357601,0.0361087794432548,0.0363426124197002,0.036575374732334,0.0368072805139186,0.0370383297644539,0.0372683083511777,0.0374974304068522,0.0377256959314775,0.0379531049250535,0.0381796573875803,0.0384053533190578,0.0386299785867237,0.0388539614561027,0.0390770877944325,0.0392991434689507,0.039520556745182,0.039741113490364,0.0399608137044967,0.0401798715203426,0.0403980728051391,0.0406152034261242,0.0408319057815845,0.0410475374732334,0.0412625267665952,0.0414768736616702,0.0416901498929336,0.04190278372591,0.0421147751605995,0.0423259100642398
409,B195,0.025,0.0642,85.59,4392832,189.2,-0.0,0.0017271970021413,0.0034516916488222,0.0051734903640256,0.0068926124197002,0.0086090149892933,0.01031704496788,0.0120137687366167,0.0136940256959314,0.0153498501070663,0.0169647965738758,0.0185314561027837,0.0200335117773019,0.0214593147751606,0.0228077087794432,0.0240815845824411,0.0252912205567451,0.026437687366167,0.0275207708779443,0.0285434689507494,0.0295132762312633,0.0304331905781584,0.0313059957173447,0.0321353319057815,0.0329211991434689,0.0336668094218415,0.0343777301927194,0.0350595289079229,0.0357143468950749,0.0363441113490364,0.0369511777301927,0.0375353319057815,0.0380978586723768,0.0386381156316916,0.0391565310492505,0.039650749464668,0.0401216274089935,0.0405715203426124,0.0410025695931477,0.0414162740899357,0.0418143468950749,0.0421982869379015,0.0425695931477516,0.0429293361884368,0.0432792291220556,0.0436197002141327,0.043951391862955,0.0442751605995717,0.0445910064239828,0.0448997858672376,0.0452017130620985,0.0454972162740899,0.0457869379014989,0.0460710920770877,0.0463501070663811,0.0466244111349036,0.0468940042826552,0.0471591006423982,0.047419914346895,0.0476768736616702,0.0479297644539614,0.0481790149892933,0.0484246252676659,0.0486668094218415,0.0489055674518201,0.049141113490364,0.0493736616702355,0.0496029978586723,0.0498293361884368,0.0500528907922912,0.0502738758029978,0.0504918629550321,0.0507074946466809,0.0509203426124197,0.0511306209850107,0.0513385438972162,0.0515441113490364,0.0517475374732334,0.0519483940042826,0.052147323340471,0.052343897216274,0.0525383297644539,0.0527306209850107,0.0529209850107066,0.0531094218415417,0.053295931477516,0.0534802997858672,0.0536627408993576,0.0538434689507494,0.0540222698072805,0.054199357601713,0.0543747323340471,0.0545483940042826,0.0547201284796573,0.0548903640256959,0.0550588865096359,0.0552259100642398,0.0553914346895075,0.0555554603854389,0.0557179871520342,0.0558792291220556
410,B196,0.0057,0.091,161.3,4642865,196.78,-0.0,0.0018081541755888,0.0035849250535331,0.0051689079229122,0.0064347965738758,0.0074443254817987,0.0082671734475374,0.0089686295503211,0.0095754603854389,0.0100946252676659,0.0105543683083511,0.0109752034261241,0.0113673875802997,0.0117383083511777,0.0120923982869379,0.0124325267665952,0.0127606209850107,0.013078244111349,0.0133866595289079,0.0136870663811563,0.0139802569593147,0.0142674304068522,0.0145493790149892,0.0148267451820128,0.0151000642398286,0.0153697858672376,0.0156364239828693,0.0159003211991434,0.0161618415417558,0.0164212205567451,0.0166786509635974,0.0169343254817987,0.0171883725910064,0.0174408779443254,0.017691948608137,0.0179416916488222,0.0181901713062098,0.0184374518201284,0.0186835760171306,0.0189286295503211,0.0191726124197002,0.0194155888650963,0.0196575802997858,0.0198986081370449,0.0201387152034261,0.0203779229122055,0.0206162312633832,0.0208536830835117,0.0210902997858672,0.0213260813704496,0.0215610278372591,0.0217952890792291,0.0220286937901498,0.0222612419700214,0.0224931477516059,0.0227241970021413,0.0229546038543897,0.0231843683083511,0.0234132762312633,0.0236415417558886,0.0238691648822269,0.024095931477516,0.0243220556745182,0.0245475374732334,0.0247723768736616,0.0249963597430406,0.025219914346895,0.0254426124197002,0.0256648822269807,0.0258862955032119,0.0261070663811563,0.026327408993576,0.0265468950749464,0.0267659528907922,0.0269843683083511,0.0272019271948608,0.0274190578158458,0.0276355460385438,0.0278516059957173,0.0280668094218415,0.0282815845824411,0.0284957173447537,0.0287092077087794,0.0289220556745182,0.0291344753747323,0.0293460385438972,0.0295571734475374,0.0297678800856531,0.0299777301927194,0.0301871520342612,0.030395931477516,0.0306040685224839,0.0308117773019271,0.0310186295503212,0.0312250535331905,0.0314310492505353,0.0316361884368308,0.0318408993576017,0.0320449678800856,0.0322483940042826,0.0324511777301927
411,B197,0.0119,0.0465,188.59,2032119,221.43,-0.0,0.0018090149892933,0.0036150107066381,0.005410749464668,0.0071705995717344,0.0088378800856531,0.0103466595289079,0.0116714346895074,0.0128432762312633,0.0138765524625267,0.0147962312633833,0.0156187794432548,0.0163549464668094,0.0170240471092077,0.0176395074946466,0.0182079443254817,0.018730471092077,0.019205096359743,0.0196356745182012,0.0200306638115631,0.0203966595289079,0.0207384796573875,0.0210603854389721,0.021365374732334,0.0216556745182012,0.0219331905781584,0.0221995717344753,0.0224561027837259,0.0227036402569593,0.0229432548179871,0.0231755888650963,0.0234010706638115,0.0236201284796573,0.0238331905781584,0.0240406852248394,0.0242430406852248,0.024440471092077,0.0246331905781584,0.0248218415417558,0.0250064239828693,0.0251871520342612,0.0253642398286937,0.0255381156316916,0.0257092077087794,0.0258775160599571,0.0260430406852248,0.0262064239828693,0.0263674518201284,0.0265261241970021,0.0266828693790149,0.0268374732334047,0.0269901498929336,0.027141113490364,0.0272901498929336,0.027437687366167,0.0275837259100642,0.0277280513918629,0.0278710920770877,0.0280128479657387,0.0281533190578158,0.028292505353319,0.0284304068522483,0.0285670235546038,0.0287025695931477,0.02883704496788,0.0289704496788008,0.02910278372591,0.0292340471092077,0.0293642398286937,0.0294933618843683,0.0296216274089935,0.0297488222698072,0.0298751605995717,0.0300004282655246,0.0301250535331905,0.0302488222698072,0.0303715203426124,0.0304935760171306,0.0306147751605995,0.0307353319057815,0.0308550321199143,0.0309738758029978,0.0310920770877944,0.031209635974304,0.0313265524625267,0.0314426124197002,0.031558244111349,0.0316730192719486,0.0317873661670235,0.0319010706638115,0.0320141327623126,0.0321265524625267,0.0322385438972162,0.0323496788008565,0.0324603854389721,0.0325704496788008,0.0326800856531049,0.032789079229122,0.0328974304068522,0.0330051391862955,0.0331122055674518
412,B198,0.0201,0.0378,7.85,3858613,191.66,-0.0,0.001039852248394,0.0020786509635974,0.0031164025695931,0.0041530835117773,0.0051887152034261,0.0062232976445396,0.007256852248394,0.0082892505353319,0.009320192719486,0.0103485653104925,0.011373062098501,0.0123924411134903,0.0134066167023554,0.0144146680942184,0.0154142398286937,0.0164008565310492,0.0173688222698072,0.0183120342612419,0.019227965738758,0.0201160171306209,0.0209749464668094,0.0218040685224839,0.0226012847965738,0.0233648822269807,0.024092505353319,0.0247798715203426,0.0254269807280513,0.0260385438972162,0.026619914346895,0.0271725910064239,0.0276972162740899,0.0281931477516059,0.028658244111349,0.0290916488222698,0.0294914346895074,0.0298593147751606,0.0302002141327623,0.0305218415417558,0.0308271948608137,0.0311188436830835,0.0313980728051391,0.0316661670235546,0.0319248394004282,0.0321745182012847,0.032416488222698,0.0326511777301927,0.0328794432548179,0.0331012847965738,0.0333173447537473,0.0335278372591006,0.0337331905781584,0.033933618843683,0.0341295503211991,0.0343209850107066,0.0345083511777301,0.0346914346895074,0.0348708779443254,0.0350466809421841,0.0352192719486081,0.0353882226980728,0.035554175588865,0.035717130620985,0.0358770877944325,0.03603426124197,0.0361888650963597,0.0363408993576017,0.0364903640256959,0.0366372591006423,0.036782226980728,0.0369248394004282,0.0370653104925053,0.0372036402569593,0.0373400428265524,0.0374745182012847,0.0376072805139186,0.0377381156316916,0.0378670235546038,0.0379944325481798,0.0381201284796573,0.0382443254817987,0.0383670235546038,0.0384882226980728,0.0386079229122055,0.0387263383297644,0.0388434689507494,0.0389593147751606,0.0390738758029978,0.0391871520342612,0.039299357601713,0.0394100642398286,0.039519914346895,0.0396284796573875,0.0397359743040685,0.0398421841541755,0.0399475374732334,0.0400518201284796,0.0401550321199143,0.0402571734475374,0.0403584582441113,0.0404586723768736
413,B199,0.0189,0.0521,107.75,5927348,139.64,-0.0,0.0017640321199143,0.0035252248394004,0.0052835760171306,0.0070379229122055,0.008777408993576,0.0104948394004282,0.0121716488222698,0.0137838543897216,0.0153050535331905,0.0167170021413276,0.0180208779443254,0.0192312847965738,0.02035426124197,0.0213909635974304,0.022354175588865,0.0232503211991434,0.0240852248394004,0.0248625267665952,0.0255873661670235,0.0262693790149892,0.0269149892933618,0.0275276231263383,0.0281100642398286,0.0286631691648822,0.0291869379014989,0.0296802997858672,0.0301419700214132,0.0305760171306209,0.0309860813704496,0.0313743040685224,0.0317441113490364,0.0320974304068522,0.0324364025695931,0.0327627408993576,0.0330779443254818,0.0333826552462526,0.0336775160599571,0.0339638115631691,0.0342419700214132,0.0345128479657387,0.0347770877944325,0.0350349036402569,0.0352871520342612,0.0355338329764454,0.0357751605995717,0.0360117773019271,0.0362436830835117,0.0364713062098501,0.0366946466809421,0.0369139186295503,0.0371293361884368,0.0373413276231263,0.0375496788008565,0.0377543897216274,0.0379561027837259,0.0381546038543897,0.0383501070663811,0.0385426124197002,0.0387323340471092,0.0389192719486081,0.0391036402569593,0.039285653104925,0.0394648822269807,0.0396417558886509,0.039816488222698,0.0399886509635974,0.0401586723768736,0.040326766595289,0.040492505353319,0.0406565310492505,0.0408186295503211,0.040978800856531,0.0411372591006424,0.0412940042826552,0.0414490364025695,0.0416025695931477,0.0417543897216274,0.0419047109207708,0.0420533190578158,0.0422004282655246,0.0423462526766595,0.0424905781584582,0.0426334047109207,0.0427749464668094,0.0429152034261242,0.0430539614561027,0.0431916488222698,0.0433278372591006,0.0434629550321199,0.0435970021413276,0.0437297644539614,0.043861670235546,0.0439922912205567,0.0441220556745182,0.0442505353319057,0.0443783725910064,0.0445049250535331,0.0446306209850107,0.0447552462526766,0.0448792291220556
414,C000,0.0063,0.0333,145.95,4555789,58.8,-0.0,0.0021524411134903,0.0042470021413276,0.0060344325481798,0.007431948608137,0.0085862740899357,0.0095094004282655,0.0102593361884368,0.0108828265524625,0.011407687366167,0.0118697644539614,0.0122844325481798,0.0126609421841541,0.0130069164882226,0.013327408993576,0.0136253104925053,0.013903426124197,0.0141638758029978,0.0144094646680942,0.0146429550321199,0.0148664453961456,0.0150812205567451,0.0152882655246252,0.0154883511777301,0.0156831263383297,0.0158735974304068,0.0160602997858672,0.0162436830835117,0.0164240899357601,0.0166018629550321,0.0167773019271948,0.0169505995717344,0.0171219700214132,0.0172916059957173,0.017459635974304,0.017626209850107,0.0177914561027837,0.0179555032119914,0.0181183940042826,0.0182802569593147,0.018441113490364,0.0186010920770877,0.018760192719486,0.0189184582441113,0.0190759528907922,0.0192326338329764,0.0193885653104925,0.0195438115631691,0.0196984368308351,0.0198524839400428,0.0200059528907922,0.0201588650963597,0.0203111349036402,0.0204629336188436,0.0206141970021413,0.0207649464668094,0.0209152034261241,0.0210649036402569,0.0212141541755888,0.0213628051391862,0.0215109207708779,0.0216584582441113,0.0218053533190578,0.0219516059957173,0.0220974304068522,0.0222426124197002,0.0223873661670235,0.0225314775160599,0.022675374732334,0.0228184154175588,0.0229608137044967,0.0231023554603854,0.0232432548179871,0.0233835117773019,0.0235229122055674,0.0236618843683083,0.0238004282655246,0.0239383297644539,0.024075374732334,0.0242117773019271,0.024347323340471,0.024482226980728,0.0246162740899357,0.0247494646680942,0.0248817987152034,0.0250132762312633,0.025143897216274,0.0252734475374732,0.0254023554603854,0.0255299785867237,0.0256569593147751,0.0257828693790149,0.0259077087794432,0.0260316916488222,0.0261543897216274,0.0262760171306209,0.0263963597430406,0.0265154175588865,0.0266329764453961,0.0267486081370449,0.0268625267665952
415,C001,0.023,0.0531,115.74,2628686,120.95,-0.0,0.0020991413276231,0.004193897216274,0.00628426124197,0.008370192719486,0.0104458458244111,0.0124939400428265,0.0144971948608137,0.0164355246252676,0.0182854817987152,0.0200314561027837,0.0216721627408993,0.0231946466809421,0.0246252676659528,0.0259847965738758,0.0272796573875803,0.0285141327623126,0.0296910064239828,0.030810278372591,0.0318693790149892,0.0328627408993576,0.0337882226980728,0.034654817987152,0.0354751605995717,0.0362561027837259,0.0369997858672376,0.037709635974304,0.038385653104925,0.0390289079229122,0.0396419700214132,0.0402263383297644,0.0407852248394004,0.0413216274089935,0.0418385438972162,0.0423383297644539,0.042823340471092,0.0432944325481798,0.0437526766595289,0.0441985010706638,0.0446329764453961,0.0450563169164882,0.0454693790149892,0.0458725910064239,0.0462668094218415,0.0466520342612419,0.0470286937901498,0.0473978586723768,0.0477597430406852,0.0481145610278372,0.0484623126338329,0.0488038543897216,0.0491394004282655,0.0494687366167023,0.0497927194860813,0.0501109207708779,0.0504235546038543,0.050730835117773,0.0510331905781584,0.051330192719486,0.0516226980728051,0.051910278372591,0.0521931477516059,0.0524710920770878,0.052744539614561,0.0530134903640256,0.0532785867237687,0.0535398286937901,0.0537972162740899,0.0540511777301927,0.0543021413276231,0.0545496788008565,0.0547942184154175,0.0550359743040685,0.0552747323340471,0.0555109207708779,0.055744539614561,0.0559755888650963,0.0562040685224839,0.056430192719486,0.0566539614561027,0.056875374732334,0.0570942184154175,0.0573109207708779,0.0575254817987152,0.0577379014989293,0.0579481798715203,0.0581563169164882,0.0583623126338329,0.0585661670235546,0.0587680942184154,0.0589678800856531,0.0591657387580299,0.0593612419700214,0.059554817987152,0.0597464668094218,0.0599364025695931,0.0601241970021413,0.0603104925053533,0.0604950749464668,0.0606779443254818,0.0608591006423982
416,C002,0.0063,0.0175,114.19,8480296,72.11,-0.0,0.0021104389721627,0.0041691220556745,0.0059385010706638,0.0073117987152034,0.0084363597430406,0.0093310492505353,0.0100451177730192,0.010628244111349,0.0111054175588865,0.0115142184154175,0.0118720556745182,0.01218852248394,0.012471948608137,0.0127278800856531,0.012959635974304,0.013170835117773,0.0133641541755888,0.0135418415417558,0.0137068736616702,0.0138614989293361,0.0140069379014989,0.0141443468950749,0.0142757387580299,0.0144024197002141,0.0145252462526766,0.0146447537473233,0.0147613490364025,0.0148753961456102,0.0149871734475374,0.0150969593147751,0.0152049892933618,0.0153114561027837,0.015416488222698,0.0155202569593147,0.0156228051391862,0.01572426124197,0.0158246466809421,0.0159241327623126,0.0160227194860813,0.0161205139186295,0.0162175802997858,0.0163139400428265,0.016409635974304,0.0165047109207708,0.0165991220556745,0.0166929764453961,0.0167862955032119,0.016879079229122,0.0169713276231263,0.0170631263383297,0.0171544753747323,0.0172454389721627,0.0173359743040685,0.0174261884368308,0.0175159528907922,0.0176051391862955,0.017693897216274,0.0177821841541755,0.0178700428265524,0.0179575374732334,0.0180446680942184,0.0181313704496788,0.0182175374732334,0.0183032334047109,0.0183884582441113,0.0184731905781584,0.0185573875802997,0.0186412205567451,0.0187246466809421,0.0188076659528907,0.0188901713062098,0.0189721199143468,0.0190534903640256,0.0191343254817987,0.0192145824411134,0.0192942184154175,0.0193732976445396,0.0194518629550321,0.0195298715203426,0.0196073019271948,0.0196840471092077,0.0197600214132762,0.0198351391862955,0.0199094218415417,0.0199828051391862,0.0200552462526766,0.0201266381156316,0.02019704496788,0.0202664453961456,0.0203347109207708,0.0204018201284796,0.0204676659528907,0.0205323340471092,0.0205958029978586,0.0206580299785867,0.0207190364025695,0.0207789293361884,0.0208376017130621,0.0208951605995717,0.0209516488222698
417,C003,0.0115,0.0718,185.82,2685374,56.34,-0.0,0.0021825695931477,0.0043602141327623,0.0065076231263383,0.0085488436830835,0.0104008137044967,0.0120257173447537,0.0134720342612419,0.0147895289079229,0.0159893790149892,0.0170628051391862,0.0180102997858672,0.018870192719486,0.0196601713062098,0.0203860385438972,0.0210547109207708,0.0216770877944325,0.0222635974304068,0.0228224839400428,0.0233567451820128,0.0238693790149892,0.0243627408993576,0.0248387580299785,0.025299357601713,0.0257462526766595,0.0261805139186295,0.0266032119914346,0.0270149892933618,0.027416488222698,0.0278079229122055,0.0281901498929336,0.0285629550321199,0.028927408993576,0.0292843683083511,0.0296346895074946,0.0299790149892933,0.0303177730192719,0.0306516059957173,0.0309809421841541,0.0313057815845824,0.0316263383297644,0.0319432548179871,0.0322565310492505,0.0325665952890792,0.0328732334047109,0.0331768736616702,0.0334775160599571,0.0337755888650963,0.0340713062098501,0.0343646680942184,0.0346561027837259,0.0349453961456102,0.0352329764453961,0.0355186295503212,0.03580278372591,0.0360852248394004,0.0363659528907922,0.0366453961456102,0.0369231263383297,0.0371995717344753,0.0374743040685224,0.037747965738758,0.038020556745182,0.0382916488222698,0.0385618843683083,0.0388306209850107,0.0390982869379015,0.0393646680942184,0.0396299785867237,0.0398940042826552,0.0401571734475374,0.0404190578158458,0.0406796573875803,0.0409394004282655,0.0411978586723768,0.0414554603854389,0.0417117773019272,0.0419668094218415,0.042220556745182,0.0424734475374732,0.0427252676659528,0.0429760171306209,0.0432254817987152,0.0434734475374732,0.0437203426124197,0.0439661670235546,0.0442107066381156,0.0444539614561027,0.044695931477516,0.0449366167023554,0.0451758029978586,0.045413704496788,0.0456503211991434,0.045885653104925,0.0461197002141327,0.0463522483940042,0.0465835117773019,0.0468132762312633,0.0470417558886509,0.04726852248394,0.0474937901498929
418,C004,0.005,0.0371,68.78,304309,92.27,-0.0,0.0018941220556745,0.0037160171306209,0.0052111991434689,0.0064020342612419,0.0073415417558886,0.0080730835117773,0.0086555888650963,0.0091401713062098,0.0095662740899357,0.0099477944325481,0.0102942398286937,0.0106121841541755,0.0109055888650963,0.0111782226980728,0.0114335974304068,0.0116756745182012,0.0119069593147751,0.0121291006423982,0.012343340471092,0.0125514775160599,0.0127546466809421,0.0129535546038543,0.0131486723768736,0.0133405139186295,0.0135294432548179,0.0137158244111349,0.0138998929336188,0.0140818843683083,0.0142619700214132,0.0144403211991434,0.0146170663811563,0.0147923126338329,0.014966209850107,0.0151388222698072,0.0153102355460385,0.015480556745182,0.0156498072805139,0.0158180942184154,0.0159854389721627,0.0161519057815845,0.0163175588865096,0.0164824197002141,0.0166465310492505,0.0168099357601713,0.0169726766595289,0.0171347537473233,0.017296209850107,0.0174570663811563,0.0176173447537473,0.0177770877944325,0.0179362740899357,0.0180949250535331,0.0182530192719486,0.0184105995717344,0.0185676445396145,0.0187241970021413,0.0188802997858672,0.0190359528907922,0.0191911349036402,0.0193458458244111,0.0195000428265524,0.0196538329764453,0.0198071520342612,0.0199599571734475,0.0201123126338329,0.0202642184154175,0.0204155460385438,0.0205663169164882,0.0207165952890792,0.0208663383297644,0.0210156102783725,0.0211642826552462,0.0213122698072805,0.0214595289079229,0.021606209850107,0.0217524625267665,0.0218978586723768,0.0220426124197002,0.0221867237687366,0.022330192719486,0.0224730192719486,0.0226149892933618,0.0227563169164882,0.0228970021413276,0.0230368308351177,0.0231758029978586,0.0233141327623126,0.0234516059957173,0.0235882226980728,0.023723982869379,0.0238588865096359,0.0239929336188436,0.0241259100642398,0.0242578158458244,0.0243886509635974,0.0245184154175588,0.0246471092077087,0.0247747323340471,0.0249010706638115,0.0250263383297644
419,C005,0.0109,0.0104,101.36,6521735,66.52,-0.0,0.0020816402569593,0.0041588650963597,0.0062062955032119,0.0081446038543897,0.0098787580299785,0.0113636402569593,0.0126588650963597,0.0138159528907922,0.0148459100642398,0.0157424625267665,0.016513897216274,0.0171954817987152,0.0178007066381156,0.0183320342612419,0.0187987366167023,0.0192146038543897,0.0195921413276231,0.0199372162740899,0.0202534475374732,0.020543982869379,0.0208115203426124,0.0210591006423982,0.0212888865096359,0.02150278372591,0.0217019271948608,0.0218871520342612,0.0220599571734475,0.0222218415417558,0.0223734475374732,0.0225158458244111,0.0226490364025695,0.0227745182012847,0.0228933618843683,0.0230059957173447,0.023113062098501,0.0232152034261241,0.0233119914346895,0.0234047109207708,0.0234937901498929,0.0235798715203426,0.0236631691648822,0.0237443254817987,0.023823340471092,0.0239006423982869,0.0239762312633833,0.0240501070663811,0.0241226980728051,0.0241940042826552,0.0242638115631691,0.0243327623126338,0.0244002141327623,0.0244670235546038,0.0245323340471092,0.0245967880085653,0.0246603854389721,0.0247231263383297,0.0247850107066381,0.0248460385438972,0.024906209850107,0.0249655246252676,0.0250244111349036,0.025082226980728,0.0251394004282655,0.0251957173447537,0.025251391862955,0.0253059957173447,0.0253599571734475,0.0254132762312633,0.0254657387580299,0.0255173447537473,0.0255683083511777,0.0256184154175588,0.0256676659528907,0.0257158458244111,0.0257631691648822,0.0258094218415417,0.025854817987152,0.0258991434689507,0.0259426124197002,0.0259852248394004,0.0260269807280513,0.0260678800856531,0.0261077087794432,0.0261464668094218,0.0261843683083511,0.0262209850107066,0.0262567451820128,0.0262914346895074,0.0263250535331905,0.0263578158458244,0.0263895074946466,0.026419914346895,0.0264494646680942,0.0264777301927194,0.0265049250535331,0.0265312633832976,0.0265563169164882,0.0265800856531049,0.02660278372591,0.026623982869379
420,C006,0.016,0.0165,58.64,3244903,66.02,-0.0,0.0019216381156316,0.0038397430406852,0.0057543040685224,0.0076603211991434,0.0095357387580299,0.0113518415417558,0.013066766595289,0.0146526338329764,0.0160947323340471,0.0174119914346895,0.0186371520342612,0.0197799785867237,0.020844539614561,0.0218293361884368,0.0227263383297644,0.02353426124197,0.0242717344753747,0.0249537473233404,0.0255865096359743,0.0261700214132762,0.0267051391862955,0.027195931477516,0.0276490364025695,0.0280708779443254,0.0284672376873661,0.0288413276231263,0.0291952890792291,0.0295306209850107,0.0298486081370449,0.0301505353319057,0.0304374732334047,0.0307104925053533,0.0309710920770877,0.031219914346895,0.0314578158458244,0.0316858672376873,0.0319044967880085,0.0321141327623126,0.0323147751605995,0.0325072805139186,0.0326920770877944,0.0328700214132762,0.033041113490364,0.0332059957173447,0.0333646680942184,0.0335173447537473,0.0336644539614561,0.0338064239828693,0.033943897216274,0.0340770877944325,0.034206209850107,0.0343316916488222,0.0344535331905781,0.0345723768736616,0.0346877944325481,0.0348002141327623,0.0349094218415417,0.0350158458244111,0.035119914346895,0.0352218415417558,0.0353216274089935,0.0354194860813704,0.0355154175588865,0.0356098501070663,0.0357023554603854,0.0357933618843683,0.0358826552462526,0.0359706638115631,0.0360571734475374,0.0361423982869379,0.0362265524625267,0.0363092077087794,0.0363905781584582,0.0364706638115631,0.0365494646680942,0.0366269807280513,0.0367032119914346,0.0367781584582441,0.0368520342612419,0.0369244111349036,0.0369957173447537,0.0370659528907922,0.0371346895074946,0.0372021413276231,0.03726852248394,0.0373334047109207,0.0373970021413276,0.0374593147751606,0.0375203426124196,0.0375798715203426,0.0376383297644539,0.0376955032119914,0.037751391862955,0.0378059957173447,0.0378593147751606,0.0379113490364025,0.0379620985010706,0.0380113490364025,0.0380593147751606,0.0381059957173447
421,C007,0.0133,0.0927,113.16,8005945,247.35,-0.0,0.002108062098501,0.0042116916488222,0.0063052034261241,0.0083471092077087,0.0102885010706638,0.0120782012847965,0.0136910278372591,0.0151574732334047,0.0165154817987152,0.0177754389721627,0.0189364239828693,0.0199838329764453,0.0209335546038543,0.0218154175588865,0.0226387580299785,0.0234081370449678,0.0241280513918629,0.024806209850107,0.0254501070663811,0.0260678800856531,0.0266631691648822,0.0272383297644539,0.0277957173447537,0.0283368308351177,0.0288631691648822,0.0293760171306209,0.0298766595289079,0.0303661670235546,0.0308451820128479,0.0313145610278372,0.0317747323340471,0.0322263383297644,0.0326693790149892,0.0331042826552462,0.0335316916488222,0.0339511777301927,0.0343635974304068,0.0347695931477516,0.0351693790149892,0.0355638115631691,0.0359531049250535,0.036337687366167,0.0367179871520342,0.0370944325481798,0.0374668094218415,0.0378353319057815,0.0382006423982869,0.0385625267665952,0.0389211991434689,0.0392770877944325,0.039630192719486,0.0399802997858672,0.0403278372591006,0.0406728051391862,0.0410154175588865,0.0413558886509635,0.0416942184154175,0.0420304068522483,0.0423648822269807,0.0426974304068522,0.0430284796573875,0.0433576017130621,0.0436850107066381,0.0440107066381156,0.0443349036402569,0.0446573875802997,0.0449781584582441,0.0452976445396145,0.0456156316916488,0.0459323340471092,0.0462477516059957,0.046561670235546,0.0468743040685224,0.0471854389721627,0.0474952890792291,0.0478038543897216,0.0481109207708779,0.0484167023554603,0.0487211991434689,0.0490246252676659,0.0493265524625267,0.0496271948608137,0.0499265524625267,0.0502246252676659,0.0505214132762312,0.0508167023554603,0.0511107066381156,0.0514036402569593,0.0516952890792291,0.0519854389721627,0.0522743040685224,0.0525618843683083,0.0528481798715203,0.0531327623126338,0.0534160599571734,0.0536978586723768,0.0539781584582441,0.0542567451820128,0.0545340471092077,0.054809635974304
